ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
DASH,22,92.24,0.0262,0.873,0.18,0.002,0.38,15.86,83.62,80.53,83.16,70.62,BUY - Stable quality
PINS,22,89.1,0.0551,0.9,0.37,0.004,0.33,29.14,83.26,80.21,85.7,62.63,BUY - Stable quality
DECK,22,84.94,-0.0342,0.857,0.23,0.003,0.29,63.82,61.16,72.82,69.71,56.47,BUY - Stable quality
CPRT,22,89.19,-0.0583,0.92,0.39,0.004,0.43,29.23,65.73,82.03,76.1,54.92,BUY - Stable quality
BRK-B,22,75.69,-0.035,0.905,0.23,0.003,0.52,172.45,67.33,68.53,65.54,53.13,BUY - Stable quality
IDXX,22,77.03,0.0246,0.772,0.18,0.002,0.29,155.36,78.65,59.49,61.31,52.08,BUY - Stable quality
ALGN,22,80.31,0.065,0.838,0.45,0.006,0.24,116.0,79.33,67.27,72.69,50.11,BUY - Stable quality
APP,22,82.34,-0.0127,0.67,0.1,0.001,0.24,93.23,54.75,55.2,54.32,49.44,BUY - Stable quality
TDG,22,75.36,0.0332,0.778,0.24,0.003,0.1,175.59,74.92,58.6,61.02,49.26,BUY - Stable quality
IPGP,22,73.71,0.0658,0.878,0.45,0.006,0.24,197.45,80.49,64.7,69.97,48.41,BUY - Stable quality
AZTA,22,69.62,0.0245,0.777,0.18,0.003,0.14,250.0,75.92,54.1,55.76,47.39,BUY - Stable quality
META,22,94.5,0.0439,0.633,0.35,0.004,0.14,7.77,71.48,59.84,63.11,46.76,BUY - Stable quality
TYL,22,78.04,-0.0603,0.879,0.41,0.005,0.29,139.5,61.55,68.58,63.45,45.07,BUY - Stable quality
UTHR,22,90.52,-0.027,0.61,0.22,0.002,0.33,23.32,54.74,55.26,53.4,43.78,BUY - Stable quality
TRMB,22,70.07,0.0664,0.814,0.47,0.007,0.29,242.18,79.46,57.01,61.7,42.05,BUY - Stable quality
NXT,22,92.9,0.0829,0.671,0.64,0.007,0.05,12.18,70.4,62.35,68.72,41.85,BUY - Stable quality
WDAY,22,84.54,-0.084,0.862,0.57,0.007,0.14,67.68,58.04,72.87,65.33,41.51,BUY - Stable quality
GWRE,22,83.95,-0.0992,0.93,0.65,0.008,0.14,75.82,59.99,78.09,68.59,41.5,BUY - Stable quality
ZBRA,22,67.72,0.0714,0.839,0.49,0.007,0.14,282.59,77.29,56.81,61.82,41.37,BUY - Stable quality
ANSS,22,81.35,0.0481,0.649,0.38,0.005,0.19,105.27,72.81,52.78,55.94,40.58,BUY - Stable quality
CPNG,22,72.51,0.0502,0.721,0.38,0.005,0.24,212.82,75.86,52.25,55.52,40.37,BUY - Stable quality
DUOL,22,93.07,-0.0957,0.82,0.67,0.007,0.52,11.95,64.37,76.37,67.4,40.35,BUY - Stable quality
DOCU,22,82.42,-0.0423,0.681,0.33,0.004,0.43,92.5,58.6,56.11,53.16,40.11,BUY - Stable quality
TME,22,81.39,0.0402,0.619,0.32,0.004,0.0,104.77,68.17,50.37,52.89,39.94,BUY - High score acceptable risk
AXON,22,92.17,-0.0229,0.524,0.2,0.002,0.14,16.27,48.36,48.3,46.92,39.07,BUY - High score acceptable risk
INMD,22,81.76,0.0412,0.607,0.34,0.004,0.1,100.18,69.69,49.6,52.15,39.04,BUY - High score acceptable risk
MNST,22,94.29,-0.055,0.638,0.44,0.005,0.33,8.18,55.34,60.13,56.03,39.0,BUY - High score acceptable risk
QGEN,22,76.88,0.0528,0.654,0.41,0.005,0.0,157.14,69.07,50.26,53.56,37.86,BUY - High score acceptable risk
ELF,22,76.77,0.029,0.585,0.24,0.003,0.19,158.86,71.04,44.9,46.52,37.5,BUY - High score acceptable risk
UBER,22,75.35,0.0502,0.646,0.4,0.005,0.33,176.14,75.51,48.65,51.69,37.01,BUY - High score acceptable risk
IT,22,71.95,-0.0577,0.78,0.41,0.006,0.33,220.09,59.48,56.1,52.08,36.82,BUY - High score acceptable risk
MTD,22,67.34,0.0622,0.738,0.46,0.007,0.38,288.5,79.09,49.72,53.55,36.7,HOLD - Stable but flat
DY,22,61.15,0.0792,0.842,0.55,0.009,0.43,398.0,82.93,51.48,56.5,36.51,HOLD - Stable but flat
GRMN,22,88.46,0.108,0.665,0.84,0.01,0.05,32.68,69.95,58.81,66.57,36.17,BUY - High score acceptable risk
TAL,22,83.82,-0.0755,0.74,0.56,0.007,0.29,77.14,57.25,62.02,56.24,36.12,BUY - High score acceptable risk
QRVO,22,67.98,0.0515,0.694,0.39,0.006,0.1,277.59,72.13,47.15,50.17,36.04,HOLD - Stable but flat
YELP,22,83.32,-0.0345,0.582,0.29,0.003,0.1,83.91,49.01,48.47,46.39,36.04,BUY - High score acceptable risk
ACGL,22,73.32,-0.0185,0.58,0.15,0.002,0.19,201.55,51.0,42.52,41.54,36.0,BUY - High score acceptable risk
MMYT,22,85.57,-0.0954,0.798,0.68,0.008,0.14,55.23,55.99,68.25,60.26,35.92,BUY - High score acceptable risk
MMSI,22,73.31,-0.0427,0.686,0.33,0.004,0.43,201.64,58.69,50.26,47.58,35.85,BUY - High score acceptable risk
LUMN,22,39.11,0.0086,0.94,0.06,0.001,0.38,783.32,74.23,36.76,37.15,35.18,HOLD - Stable but flat
FCN,22,64.81,-0.0239,0.66,0.19,0.003,0.05,330.18,50.48,42.8,41.53,35.0,HOLD - Stable but flat
CMG,22,70.69,0.1074,0.776,0.77,0.011,0.14,233.86,75.05,54.87,62.07,35.0,BUY - High score acceptable risk
DDOG,22,85.85,0.096,0.622,0.77,0.009,0.0,52.14,67.75,53.38,59.67,33.66,HOLD - Modest potential
CRM,22,79.75,-0.0332,0.563,0.28,0.004,0.24,122.05,51.3,44.89,43.03,33.59,WATCH - Monitor for opportunity
ITRI,22,69.36,0.1161,0.77,0.84,0.012,0.43,253.68,80.46,53.41,60.95,33.13,HOLD - Modest potential
EXEL,22,100.52,0.0384,0.431,0.37,0.004,0.19,2.41,46.36,43.31,45.38,33.09,HOLD - Modest potential
CELH,22,86.3,0.0969,0.612,0.79,0.009,0.05,46.95,68.39,52.79,59.07,33.07,HOLD - Modest potential
TPR,22,68.85,0.1373,0.808,0.97,0.014,0.14,262.91,75.69,55.63,64.82,32.92,HOLD - Modest potential
GDDY,22,67.94,-0.0612,0.757,0.45,0.007,0.33,276.91,58.71,51.42,47.51,32.85,WATCH - Monitor for opportunity
SMCI,22,68.41,0.1151,0.766,0.83,0.012,0.24,270.14,76.51,52.38,59.71,32.55,HOLD - Modest potential
AMG,22,60.62,0.1031,0.816,0.72,0.012,0.29,408.95,78.99,49.45,55.69,32.29,HOLD - Modest potential
NVST,22,57.05,0.1108,0.87,0.75,0.013,0.33,474.0,81.46,49.66,56.37,32.15,HOLD - Modest potential
NVT,22,69.12,0.1486,0.808,1.05,0.015,0.24,258.18,77.49,55.86,65.78,32.11,HOLD - Modest potential
FIVE,22,57.37,0.1204,0.882,0.81,0.014,0.62,467.82,87.43,50.61,58.01,31.99,HOLD - Modest potential
SPOT,22,89.15,-0.0133,0.412,0.13,0.001,0.14,29.36,45.08,36.76,36.15,31.96,WATCH - Monitor for opportunity
PSTG,22,80.28,0.029,0.481,0.27,0.003,0.1,116.41,46.02,38.65,40.05,31.64,HOLD - Modest potential
AEIS,22,75.19,0.1778,0.788,1.27,0.017,0.33,178.27,78.62,59.26,71.63,31.55,HOLD - Modest potential
VEEV,22,96.52,-0.0176,0.392,0.18,0.002,0.14,5.0,44.43,37.84,37.01,31.41,WATCH - Monitor for opportunity
BROS,22,68.32,-0.1044,0.889,0.7,0.01,0.14,270.0,58.5,60.73,52.98,31.12,WATCH - Monitor for opportunity
VIAV,22,67.64,0.1073,0.726,0.8,0.012,0.14,283.95,73.46,49.12,55.55,30.89,HOLD - Modest potential
