ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
AXON,29,92.04,-0.0317,0.753,0.31,0.003,0.04,16.62,52.98,69.33,66.59,51.0,BUY - Stable quality
BRK-B,29,75.52,-0.0417,0.939,0.36,0.005,0.5,173.45,67.68,70.89,67.21,49.41,BUY - Stable quality
DASH,29,92.26,0.0152,0.61,0.16,0.002,0.18,15.66,66.86,56.31,57.38,49.36,BUY - Stable quality
PINS,29,89.49,0.087,0.877,0.78,0.009,0.39,27.24,83.3,78.47,86.87,48.89,BUY - Stable quality
META,29,94.64,0.0397,0.681,0.4,0.004,0.14,7.59,72.86,64.43,67.61,48.22,BUY - Stable quality
VEEV,29,96.45,-0.0192,0.614,0.21,0.002,0.11,5.1,50.35,59.23,57.81,47.97,BUY - Stable quality
IPGP,29,73.95,0.0672,0.933,0.58,0.008,0.36,193.41,84.35,68.99,74.73,47.24,BUY - Stable quality
CDNS,29,93.12,0.0371,0.664,0.38,0.004,0.21,11.03,73.8,61.85,64.71,46.88,BUY - Stable quality
MNST,29,94.09,-0.0566,0.802,0.53,0.006,0.36,8.52,60.63,75.41,70.11,45.85,BUY - Stable quality
NBIX,29,80.2,0.029,0.709,0.29,0.004,0.07,117.21,72.33,56.83,58.88,45.7,BUY - Stable quality
TYL,29,77.86,-0.0556,0.923,0.48,0.006,0.18,141.24,60.64,71.86,66.9,45.07,BUY - Stable quality
ANSS,29,81.63,0.0645,0.808,0.6,0.007,0.04,101.9,74.23,65.98,71.26,44.52,BUY - Stable quality
ALGN,29,80.45,0.0502,0.762,0.48,0.006,0.07,114.28,73.69,61.31,65.14,43.97,BUY - Stable quality
TRMB,29,70.29,0.0643,0.9,0.57,0.008,0.32,239.07,82.64,63.29,68.33,43.62,BUY - Stable quality
NOW,29,89.6,-0.0327,0.671,0.33,0.004,0.14,26.76,52.62,60.14,57.69,43.25,BUY - Stable quality
AZTA,29,69.74,0.0321,0.771,0.31,0.004,0.07,248.66,74.11,53.74,55.89,42.79,BUY - Stable quality
ZM,29,85.03,-0.0387,0.719,0.38,0.004,0.04,61.17,51.84,61.16,58.21,42.14,BUY - Stable quality
APP,29,82.31,-0.0103,0.568,0.11,0.001,0.11,93.45,49.05,46.78,46.18,41.43,BUY - Stable quality
QRVO,29,68.19,0.0562,0.846,0.51,0.008,0.11,274.38,76.77,57.69,61.72,40.83,BUY - Stable quality
PLTR,29,101.7,-0.0271,0.543,0.31,0.003,0.25,1.03,50.99,55.22,53.35,40.8,BUY - Stable quality
DUOL,29,92.86,-0.0756,0.816,0.7,0.008,0.43,12.93,62.28,75.73,68.65,40.37,BUY - Stable quality
ZBRA,29,67.96,0.0719,0.889,0.64,0.009,0.07,278.76,77.15,60.41,65.78,40.15,BUY - Stable quality
TDG,29,75.6,0.0509,0.74,0.49,0.007,0.04,172.59,72.27,55.98,59.52,39.81,BUY - High score acceptable risk
GWRE,29,83.62,-0.096,0.963,0.82,0.01,0.25,79.21,62.92,80.54,71.06,39.07,BUY - High score acceptable risk
CRM,29,79.67,-0.0273,0.649,0.28,0.004,0.25,123.0,54.11,51.7,49.93,38.89,BUY - High score acceptable risk
MTD,29,67.51,0.0554,0.815,0.51,0.008,0.25,285.21,78.7,55.05,58.84,38.87,HOLD - Stable but flat
ROKU,29,84.87,0.0494,0.652,0.51,0.006,0.04,63.93,69.66,55.31,58.71,38.83,BUY - High score acceptable risk
