ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
VEEV,34,96.41,-0.0183,0.686,0.22,0.002,0.06,5.12,51.56,66.12,64.61,53.12,BUY - Stable quality
AXON,34,91.96,-0.0319,0.809,0.35,0.004,0.12,16.91,56.31,74.36,71.41,52.98,BUY - Stable quality
PLTR,34,101.61,-0.0295,0.688,0.35,0.003,0.27,1.12,55.75,69.91,67.33,49.91,BUY - Stable quality
META,34,94.72,0.037,0.712,0.43,0.005,0.09,7.44,72.72,67.43,70.54,49.32,BUY - Stable quality
BRK-B,34,75.44,-0.0384,0.935,0.39,0.005,0.39,174.21,65.42,70.54,67.17,48.34,BUY - Stable quality
NBIX,34,80.28,0.0309,0.763,0.35,0.004,0.15,117.53,75.5,61.29,63.65,47.24,BUY - Stable quality
DASH,34,92.28,0.012,0.571,0.16,0.002,0.12,15.38,61.39,52.74,53.53,46.32,BUY - Stable quality
AZTA,34,69.83,0.0338,0.852,0.36,0.005,0.03,247.94,75.65,59.48,61.99,45.6,BUY - Stable quality
ANSS,34,81.75,0.0592,0.84,0.63,0.008,0.12,100.76,76.86,68.71,73.76,45.16,BUY - Stable quality
AMZN,34,79.88,0.0253,0.695,0.3,0.004,0.15,122.15,73.51,55.53,57.28,44.15,BUY - Stable quality
CDNS,34,93.26,0.0428,0.678,0.51,0.005,0.21,10.79,74.04,63.25,66.62,44.13,BUY - Stable quality
ZM,34,84.88,-0.0464,0.822,0.5,0.006,0.06,63.15,55.29,69.79,65.76,43.79,BUY - Stable quality
MNST,34,94.02,-0.0459,0.747,0.52,0.006,0.21,8.71,56.08,70.19,66.18,43.5,BUY - Stable quality
ROKU,34,85.05,0.057,0.773,0.64,0.007,0.0,62.24,72.45,65.77,70.42,43.05,BUY - Stable quality
PINS,34,89.84,0.1077,0.892,1.12,0.012,0.48,25.59,85.22,80.16,90.7,42.81,BUY - Stable quality
PDD,34,83.02,0.0463,0.741,0.53,0.006,0.27,86.12,77.05,61.52,65.06,42.6,BUY - Stable quality
TRMB,34,70.48,0.0686,0.937,0.7,0.01,0.42,237.03,85.61,66.05,71.66,42.26,BUY - Stable quality
PSTG,34,80.51,0.0383,0.718,0.44,0.006,0.18,114.56,74.63,57.83,60.59,41.99,BUY - Stable quality
ACLS,34,76.53,0.0366,0.733,0.42,0.005,0.15,160.65,74.46,56.07,58.63,41.29,BUY - Stable quality
TYL,34,77.68,-0.0622,0.933,0.63,0.008,0.18,144.15,60.81,72.47,66.88,40.98,BUY - Stable quality
IPGP,34,74.2,0.0813,0.918,0.83,0.011,0.36,190.09,83.69,68.13,74.95,40.91,BUY - Stable quality
