Ticker,Score,Trend Direction,Trend Quality,SMA Position,Recent Cross,MACD Signal,MACD Histogram,RSI Level,RSI Trend,ROC,%B Position,BB Width,ADX Strength,DI Direction,ARIMA,Exp Smooth,Recommendation
NVO,7.3,0,0,0,0,1,0.5,0.5,0.5,1,0.5,0.3,1,1,0,1,HOLD
