Portfolio,total_return,annual_return,volatility,sharpe_ratio,max_drawdown
252,1.4902928668083226,1.4380089659632418,0.3095427871675225,4.6455902885729365,-0.2487665601787678
504,1.7558672869292797,0.9871904587343912,0.2870118092233126,3.4395464820971777,-0.2487665603627159
