Portfolio,total_return,annual_return,volatility,sharpe_ratio,max_drawdown
252,1.2250958110369123,1.1840915519461923,0.2559176808876376,4.626845428730169,-0.18309395601760417
504,1.3921719539059465,0.7998201096503068,0.25178038633607397,3.176657726558235,-0.20803237478906872
