ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MP,8,73.08,-0.1012,0.882,0.25,0.003,0.71,3.0,70.41,64.46,56.48,45.29,BUY - Stable quality
RDDT,8,68.89,-0.0949,0.852,0.24,0.003,0.43,8.12,63.78,58.67,51.84,41.96,BUY - Stable quality
CLS,8,67.1,-0.0529,0.739,0.14,0.002,0.43,11.12,60.53,49.58,46.33,40.6,BUY - Stable quality
FIVE,8,59.43,0.2743,0.828,0.69,0.012,0.43,46.62,82.26,49.24,63.89,37.79,HOLD - Modest potential
SOFI,8,64.07,-0.0618,0.704,0.17,0.003,0.57,24.38,62.29,45.12,41.66,35.65,HOLD - Stable but flat
NU,8,45.83,0.1661,0.89,0.4,0.009,0.71,341.25,90.11,40.79,48.8,34.77,HOLD - Modest potential
LITE,8,61.99,0.4432,0.842,1.11,0.018,0.71,32.88,87.77,52.22,73.2,34.75,HOLD - Modest potential
HOOD,8,50.4,-0.0926,0.92,0.22,0.004,0.71,184.88,71.44,46.35,41.08,33.63,WATCH - Monitor for opportunity
PLTR,8,57.9,-0.0342,0.661,0.1,0.002,0.71,64.5,63.95,38.27,36.64,33.42,WATCH - Monitor for opportunity
DECK,8,46.86,0.2852,0.915,0.68,0.015,0.71,304.12,90.29,42.9,56.03,33.29,HOLD - Modest potential
ZD,8,48.88,0.1894,0.817,0.48,0.01,0.29,236.88,79.23,39.92,48.72,32.92,HOLD - Modest potential
TRMB,8,47.9,0.2615,0.868,0.64,0.013,0.43,271.12,83.27,41.58,53.51,32.57,HOLD - Modest potential
ULTA,8,51.36,0.3915,0.889,0.95,0.019,0.43,166.0,83.39,45.65,62.83,32.19,HOLD - Modest potential
YPF,8,58.6,0.6348,0.933,1.51,0.026,0.71,58.62,89.72,54.7,79.86,31.87,HOLD - Modest potential
ALGM,8,55.19,0.6011,0.956,1.41,0.026,0.71,97.25,90.41,52.75,76.63,31.81,HOLD - Modest potential
AMBA,8,59.58,0.3668,0.765,0.96,0.016,0.43,46.25,79.92,45.6,62.12,31.69,HOLD - Modest potential
GFS,8,48.24,0.1127,0.747,0.3,0.006,0.71,262.5,86.09,36.06,41.01,31.58,HOLD - Modest potential
TLN,8,54.82,-0.073,0.736,0.19,0.004,0.14,99.75,54.58,40.34,36.7,30.71,WATCH - Monitor for opportunity
CCJ,8,59.93,0.2733,0.687,0.76,0.013,0.14,43.0,72.2,41.17,53.39,30.41,HOLD - Modest potential
PINS,8,47.23,0.3861,0.903,0.93,0.02,0.43,293.12,83.7,42.66,58.58,30.34,HOLD - Modest potential
ZS,8,49.24,0.2269,0.758,0.6,0.012,0.57,222.38,82.96,37.34,46.92,29.38,WATCH - Monitor for opportunity
TCOM,8,51.76,0.3327,0.779,0.86,0.017,0.14,155.75,74.57,40.33,54.08,29.02,WATCH - Monitor for opportunity
