ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MP,20,72.65,-0.063,0.827,0.4,0.005,0.37,3.0,61.63,60.07,55.4,39.64,BUY - High score acceptable risk
PLTR,20,58.29,0.062,0.765,0.41,0.007,0.0,59.75,72.24,44.57,47.98,34.11,HOLD - Modest potential
INMD,20,53.79,0.117,0.873,0.73,0.013,0.11,117.8,76.93,46.93,53.63,31.08,HOLD - Modest potential
CLS,20,66.94,-0.029,0.56,0.22,0.003,0.37,10.6,53.82,37.46,36.11,29.56,WATCH - Monitor for opportunity
SSRM,20,75.5,-0.046,0.513,0.37,0.005,0.37,1.9,52.27,38.73,36.5,26.6,WATCH - Monitor for opportunity
IPGP,20,50.48,0.222,0.936,1.33,0.026,0.26,192.65,80.7,47.22,59.15,25.43,WATCH - Monitor for opportunity
URBN,20,60.04,0.192,0.779,1.25,0.021,0.26,44.75,76.55,46.79,57.23,25.38,WATCH - Monitor for opportunity
RKLB,20,67.04,0.244,0.772,1.6,0.024,0.47,11.2,80.25,51.78,65.86,25.32,WATCH - Monitor for opportunity
YELP,20,49.98,0.148,0.828,0.93,0.019,0.16,204.7,76.13,41.4,48.7,25.17,WATCH - Monitor for opportunity
LITE,20,63.14,0.184,0.716,1.25,0.02,0.11,26.85,71.59,45.19,54.91,24.37,AVOID - Poor risk-adjusted score
RBLX,20,47.86,-0.052,0.735,0.35,0.007,0.05,277.45,52.38,35.2,32.91,24.37,AVOID - Poor risk-adjusted score
GNW,20,59.57,0.13,0.662,0.92,0.015,0.16,47.4,71.48,39.44,45.62,23.77,AVOID - Poor risk-adjusted score
MHO,20,54.51,0.148,0.731,1.0,0.018,0.37,104.75,77.46,39.84,46.89,23.46,AVOID - Poor risk-adjusted score
ENOV,20,45.87,0.077,0.712,0.53,0.012,0.26,344.95,75.48,32.68,35.8,23.42,AVOID - Poor risk-adjusted score
MSTR,20,46.71,0.116,0.769,0.76,0.016,0.05,314.65,72.5,35.94,41.0,23.27,AVOID - Poor risk-adjusted score
HUBG,20,46.1,0.141,0.818,0.9,0.02,0.26,337.85,77.86,37.71,44.1,23.22,AVOID - Poor risk-adjusted score
DLTR,20,37.34,0.129,0.937,0.77,0.021,0.16,646.65,79.21,34.98,40.42,22.88,AVOID - Poor risk-adjusted score
AEIS,20,57.98,0.222,0.77,1.46,0.025,0.21,64.3,74.79,44.63,55.86,22.74,AVOID - Poor risk-adjusted score
AMBA,20,61.46,0.272,0.788,1.76,0.029,0.16,35.15,73.92,48.41,62.71,22.68,AVOID - Poor risk-adjusted score
MTZ,20,52.0,0.164,0.754,1.09,0.021,0.05,154.05,71.59,39.23,46.86,22.41,AVOID - Poor risk-adjusted score
KEYS,20,49.82,0.08,0.641,0.58,0.012,0.05,209.1,69.11,31.92,35.09,22.22,AVOID - Poor risk-adjusted score
AFRM,20,60.05,-0.139,0.816,0.89,0.015,0.26,43.2,58.28,49.03,40.82,21.6,AVOID - Poor risk-adjusted score
JNPR,20,48.86,-0.089,0.78,0.58,0.012,0.26,239.8,57.46,38.09,33.91,21.42,AVOID - Poor risk-adjusted score
ALRM,20,43.85,0.071,0.673,0.5,0.011,0.16,414.6,72.22,29.53,32.14,21.39,AVOID - Poor risk-adjusted score
