ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
SSRM,24,75.39,-0.049,0.671,0.42,0.006,0.48,1.92,59.15,50.61,47.51,33.54,WATCH - Monitor for opportunity
INMD,24,53.97,0.106,0.882,0.78,0.014,0.09,116.29,76.75,47.59,53.74,30.2,HOLD - Modest potential
PLTR,24,58.51,0.083,0.768,0.66,0.011,0.17,57.92,75.41,44.96,49.57,29.9,WATCH - Monitor for opportunity
MP,24,72.62,-0.041,0.538,0.39,0.005,0.22,3.0,49.95,39.05,37.06,26.75,WATCH - Monitor for opportunity
URBN,24,60.4,0.186,0.842,1.4,0.023,0.22,43.12,77.3,50.88,61.93,25.77,WATCH - Monitor for opportunity
RKLB,24,67.54,0.247,0.849,1.85,0.027,0.39,10.29,80.56,57.37,73.12,25.61,WATCH - Monitor for opportunity
LITE,24,63.46,0.17,0.767,1.35,0.021,0.09,25.38,72.63,48.67,58.44,24.92,AVOID - Poor risk-adjusted score
MSTR,24,46.94,0.116,0.851,0.87,0.019,0.09,305.54,75.42,39.96,45.62,24.35,AVOID - Poor risk-adjusted score
YELP,24,50.15,0.12,0.792,0.93,0.019,0.13,200.04,74.52,39.73,45.5,23.56,AVOID - Poor risk-adjusted score
ALRM,24,44.09,0.093,0.796,0.72,0.016,0.22,404.04,76.58,35.08,39.08,22.71,AVOID - Poor risk-adjusted score
GNW,24,59.69,0.102,0.622,0.9,0.015,0.04,46.92,68.02,37.1,41.73,22.02,AVOID - Poor risk-adjusted score
IPGP,24,50.71,0.175,0.82,1.34,0.026,0.22,187.12,76.32,41.59,50.14,21.47,AVOID - Poor risk-adjusted score
MTZ,24,52.19,0.134,0.735,1.08,0.021,0.22,151.38,74.32,38.36,44.57,21.38,AVOID - Poor risk-adjusted score
KGC,24,65.79,0.142,0.619,1.25,0.019,0.3,15.75,72.78,40.75,47.69,21.23,AVOID - Poor risk-adjusted score
AXTA,24,43.99,0.064,0.681,0.54,0.012,0.0,407.92,69.21,29.98,32.37,21.01,AVOID - Poor risk-adjusted score
MHO,24,54.69,0.121,0.672,1.02,0.019,0.22,103.71,72.64,36.76,42.17,20.84,AVOID - Poor risk-adjusted score
HUBG,24,46.24,0.11,0.743,0.88,0.019,0.13,331.96,73.0,34.37,38.98,20.69,AVOID - Poor risk-adjusted score
FHI,24,54.99,0.113,0.645,0.98,0.018,0.13,98.75,70.19,35.48,40.37,20.44,AVOID - Poor risk-adjusted score
AFRM,24,59.91,-0.109,0.728,0.89,0.015,0.22,44.71,54.7,43.6,37.79,20.03,AVOID - Poor risk-adjusted score
WYNN,24,44.91,0.122,0.762,0.96,0.021,0.13,377.88,73.32,34.22,39.27,19.99,AVOID - Poor risk-adjusted score
AEIS,24,58.15,0.166,0.681,1.39,0.024,0.17,62.42,71.51,39.59,47.35,19.82,AVOID - Poor risk-adjusted score
EEFT,24,48.05,-0.095,0.791,0.74,0.015,0.04,267.96,53.06,37.99,33.58,19.33,AVOID - Poor risk-adjusted score
