ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
LUMN,6,64.92,-0.0177,0.958,0.03,0.0,1.0,19.67,78.69,62.18,60.8,58.98,BUY - Stable quality
MP,6,73.17,-0.1117,0.802,0.21,0.003,0.6,3.0,65.77,58.69,50.7,41.8,BUY - Stable quality
CCJ,6,59.78,0.4403,0.854,0.81,0.014,0.6,44.83,86.26,51.05,71.48,39.41,HOLD - Modest potential
YPF,6,57.88,0.4926,0.9,0.89,0.015,0.6,65.83,87.48,52.11,74.07,39.26,HOLD - Modest potential
ALGM,6,54.51,0.4869,0.941,0.86,0.016,0.6,105.67,88.65,51.27,72.78,39.18,HOLD - Modest potential
PAAS,6,64.39,0.4937,0.822,0.93,0.014,0.6,22.5,85.22,52.94,75.27,39.0,HOLD - Modest potential
RDDT,6,69.0,-0.0866,0.736,0.17,0.002,0.6,8.5,63.82,50.76,45.35,38.68,HOLD - Stable but flat
MTCH,6,48.01,0.3234,0.939,0.57,0.012,0.6,271.33,88.98,45.08,60.15,38.31,HOLD - Modest potential
RBLX,6,48.22,-0.0089,0.816,0.02,0.0,0.6,266.33,66.43,39.32,38.89,38.25,HOLD - Stable but flat
FIVE,6,59.15,0.2871,0.765,0.56,0.009,0.6,49.0,84.0,45.25,59.17,37.92,HOLD - Modest potential
ZD,6,48.74,0.2651,0.89,0.48,0.01,0.6,245.17,87.71,43.38,55.96,37.81,HOLD - Modest potential
NVST,6,58.27,0.2266,0.729,0.45,0.008,0.6,59.0,83.08,42.46,53.34,36.7,HOLD - Modest potential
ULTA,6,51.03,0.496,0.937,0.88,0.017,0.6,174.67,88.4,47.81,68.02,36.28,HOLD - Modest potential
FIZZ,6,53.82,-0.0866,0.866,0.16,0.003,0.4,118.0,63.68,46.6,41.63,35.93,HOLD - Stable but flat
KGC,6,64.9,0.3834,0.715,0.77,0.012,0.6,19.5,82.26,46.41,63.66,35.88,HOLD - Modest potential
SQM,6,49.41,0.5017,0.946,0.88,0.018,1.0,220.5,96.59,46.73,66.58,35.39,HOLD - Modest potential
Z,6,59.2,0.3243,0.731,0.65,0.011,0.2,49.67,74.82,43.25,57.74,35.04,HOLD - Modest potential
LITE,6,61.47,0.3126,0.693,0.64,0.01,0.6,35.67,81.75,42.6,56.52,34.44,HOLD - Modest potential
WYNN,6,43.79,0.3429,0.919,0.61,0.014,0.6,428.83,88.16,40.22,54.2,33.64,HOLD - Modest potential
CLS,6,67.16,-0.0514,0.589,0.11,0.002,0.6,11.5,59.51,39.58,37.05,33.25,WATCH - Monitor for opportunity
BEKE,6,56.31,0.4411,0.778,0.85,0.015,0.6,83.33,83.84,43.84,61.41,33.12,HOLD - Modest potential
AGI,6,60.27,0.4917,0.756,0.97,0.016,0.6,41.17,83.06,45.53,64.71,32.91,HOLD - Modest potential
PLTR,6,57.93,-0.0466,0.656,0.1,0.002,0.8,64.5,65.5,37.99,35.78,32.58,WATCH - Monitor for opportunity
NU,6,45.67,0.1726,0.787,0.33,0.007,0.6,350.17,84.87,35.92,43.22,32.44,HOLD - Modest potential
DECK,6,46.54,0.2417,0.801,0.46,0.01,0.6,316.5,85.04,37.28,47.35,32.4,HOLD - Modest potential
DLTR,6,36.42,0.1403,0.948,0.25,0.007,0.6,687.33,89.76,34.52,40.33,32.37,HOLD - Modest potential
HOOD,6,50.49,-0.0949,0.846,0.18,0.003,0.6,185.33,67.02,42.7,37.73,32.08,WATCH - Monitor for opportunity
PINS,6,46.84,0.4034,0.857,0.74,0.016,0.6,308.17,86.12,40.14,55.5,31.82,HOLD - Modest potential
PDD,6,38.27,0.204,0.91,0.37,0.01,0.6,627.5,88.34,34.81,42.99,31.49,HOLD - Modest potential
ALB,6,48.25,0.3966,0.825,0.75,0.015,0.6,260.5,85.21,39.81,54.9,31.45,HOLD - Modest potential
TW,6,48.61,0.2963,0.771,0.58,0.012,0.6,249.5,83.95,37.49,49.29,31.27,HOLD - Modest potential
TWLO,6,65.88,-0.0331,0.531,0.08,0.001,0.0,15.5,45.81,34.98,33.54,31.12,WATCH - Monitor for opportunity
EEFT,6,48.92,0.1734,0.706,0.35,0.007,0.2,236.17,74.45,34.53,41.58,30.74,HOLD - Modest potential
HALO,6,50.1,-0.1306,0.896,0.24,0.005,1.0,197.5,76.41,44.89,37.81,30.6,WATCH - Monitor for opportunity
UPST,6,66.28,-0.23,0.881,0.42,0.006,0.6,14.0,67.81,58.41,43.25,30.49,WATCH - Monitor for opportunity
EPAM,6,48.22,0.1294,0.676,0.27,0.006,0.2,265.17,73.73,32.61,37.71,29.72,WATCH - Monitor for opportunity
