ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MTG,25,45.46,0.149,0.641,1.34,0.029,0.21,359.92,70.45,29.13,34.31,14.67,AVOID - Poor risk-adjusted score
PFG,25,45.5,0.183,0.688,1.59,0.035,0.08,361.48,68.8,31.29,38.0,14.65,AVOID - Poor risk-adjusted score
AMBA,25,61.57,0.16,0.52,1.6,0.026,0.08,35.28,64.66,32.01,38.09,14.64,AVOID - Poor risk-adjusted score
WSM,25,47.35,0.174,0.653,1.55,0.033,0.04,293.12,67.14,30.9,37.21,14.6,AVOID - Poor risk-adjusted score
UHAL,25,44.03,0.121,0.6,1.12,0.026,0.42,408.92,73.79,26.43,30.3,14.27,AVOID - Poor risk-adjusted score
NOK,25,47.4,-0.122,0.717,1.04,0.022,0.17,290.6,52.65,34.0,28.96,14.18,AVOID - Poor risk-adjusted score
TREE,25,45.19,0.375,0.887,2.87,0.063,0.17,369.72,73.6,40.09,54.8,14.17,AVOID - Poor risk-adjusted score
COO,25,47.09,-0.028,0.409,0.32,0.007,0.12,302.56,44.11,19.27,18.6,14.13,AVOID - Poor risk-adjusted score
MMSI,25,49.15,-0.059,0.496,0.6,0.012,0.0,228.24,43.65,24.38,22.6,14.09,AVOID - Poor risk-adjusted score
CELH,25,54.48,0.574,0.938,4.27,0.078,0.5,124.24,80.31,51.13,73.95,14.02,AVOID - Poor risk-adjusted score
DLTR,25,37.38,0.075,0.584,0.7,0.019,0.17,644.0,68.97,21.84,23.85,13.99,AVOID - Poor risk-adjusted score
LSCC,25,53.88,0.3,0.703,2.58,0.048,0.42,124.08,74.63,37.86,49.89,13.93,AVOID - Poor risk-adjusted score
ABNB,25,33.16,0.154,0.792,1.24,0.038,0.08,765.64,71.69,26.28,31.08,13.85,AVOID - Poor risk-adjusted score
FUTU,25,70.83,-0.031,0.289,0.42,0.006,0.33,5.24,44.75,20.48,19.68,13.85,AVOID - Poor risk-adjusted score
BLD,25,45.13,0.32,0.818,2.55,0.057,0.08,374.64,70.54,36.89,49.14,13.84,AVOID - Poor risk-adjusted score
ARW,25,43.66,0.096,0.547,0.93,0.021,0.08,420.32,65.94,23.89,26.69,13.81,AVOID - Poor risk-adjusted score
SQM,25,50.53,0.171,0.591,1.6,0.032,0.17,194.52,67.89,29.86,35.87,13.79,AVOID - Poor risk-adjusted score
AR,25,49.58,0.25,0.689,2.17,0.044,0.08,225.8,67.94,34.14,43.61,13.74,AVOID - Poor risk-adjusted score
PLUG,25,54.7,-0.087,0.522,0.86,0.016,0.17,105.12,47.42,28.56,25.52,13.69,AVOID - Poor risk-adjusted score
AMZN,25,38.57,0.067,0.542,0.65,0.017,0.21,601.24,68.73,20.91,22.64,13.69,AVOID - Poor risk-adjusted score
TSLA,25,47.01,0.173,0.623,1.58,0.034,0.08,305.16,67.0,29.3,35.27,13.66,AVOID - Poor risk-adjusted score
DOCU,25,51.36,-0.158,0.751,1.31,0.026,0.12,171.8,52.46,38.55,31.33,13.55,AVOID - Poor risk-adjusted score
ACGL,25,40.3,0.27,0.817,2.15,0.053,0.33,540.44,75.85,32.93,42.61,13.53,AVOID - Poor risk-adjusted score
PNR,25,45.57,0.221,0.689,1.92,0.042,0.0,357.04,66.48,31.42,39.3,13.48,AVOID - Poor risk-adjusted score
WBD,25,53.22,0.335,0.724,2.84,0.053,0.04,137.64,67.22,38.53,51.72,13.47,AVOID - Poor risk-adjusted score
TPR,25,57.54,0.318,0.668,2.81,0.049,0.12,71.56,67.67,38.46,51.19,13.44,AVOID - Poor risk-adjusted score
TDOC,25,49.89,0.337,0.756,2.79,0.056,0.08,218.68,68.76,37.74,50.69,13.37,AVOID - Poor risk-adjusted score
ELF,25,47.1,0.193,0.634,1.75,0.037,0.08,301.96,66.97,29.86,36.56,13.3,AVOID - Poor risk-adjusted score
ENOV,25,46.57,0.181,0.625,1.65,0.035,0.17,321.84,68.53,29.09,35.25,13.3,AVOID - Poor risk-adjusted score
GEV,25,53.43,0.29,0.673,2.55,0.048,0.08,133.12,67.09,35.97,47.12,13.28,AVOID - Poor risk-adjusted score
CIEN,25,63.77,-0.08,0.434,0.88,0.014,0.04,24.36,42.47,27.66,24.92,13.26,AVOID - Poor risk-adjusted score
EC,25,36.08,0.045,0.506,0.46,0.013,0.0,686.32,63.92,18.27,19.3,13.22,AVOID - Poor risk-adjusted score
NIO,25,54.75,0.165,0.532,1.63,0.03,0.0,105.8,62.97,29.13,34.82,13.22,AVOID - Poor risk-adjusted score
NCLH,25,51.07,0.272,0.676,2.39,0.047,0.17,186.04,68.93,34.52,44.73,13.2,AVOID - Poor risk-adjusted score
PAAS,25,65.04,0.129,0.425,1.42,0.022,0.17,19.08,43.91,27.67,31.97,13.2,AVOID - Poor risk-adjusted score
HST,25,40.81,0.2,0.708,1.71,0.042,0.17,520.48,70.37,28.89,35.56,13.1,AVOID - Poor risk-adjusted score
LYFT,25,53.74,0.449,0.8,3.62,0.067,0.17,135.96,70.59,42.99,60.37,13.06,AVOID - Poor risk-adjusted score
ABG,25,48.07,0.355,0.782,2.9,0.06,0.25,274.64,72.42,37.57,50.92,13.06,AVOID - Poor risk-adjusted score
DVA,25,38.08,-0.093,0.696,0.8,0.021,0.25,619.24,53.79,26.53,23.5,13.03,AVOID - Poor risk-adjusted score
BHC,25,53.92,0.333,0.697,2.88,0.053,0.08,125.76,67.25,37.6,50.42,13.0,AVOID - Poor risk-adjusted score
CZR,25,38.49,-0.146,0.869,1.13,0.029,0.0,603.36,53.15,33.46,27.62,12.99,AVOID - Poor risk-adjusted score
USFD,25,45.11,-0.177,0.857,1.38,0.031,0.17,365.44,55.98,38.65,30.62,12.88,AVOID - Poor risk-adjusted score
HSIC,25,47.34,0.223,0.649,2.0,0.042,0.17,293.92,68.58,30.72,38.51,12.84,AVOID - Poor risk-adjusted score
UPWK,25,56.54,0.377,0.698,3.25,0.058,0.25,84.84,70.17,39.43,53.95,12.69,AVOID - Poor risk-adjusted score
HIMS,25,68.94,-0.103,0.444,1.11,0.016,0.0,6.8,41.7,30.6,26.75,12.66,AVOID - Poor risk-adjusted score
CIG,25,41.58,-0.101,0.66,0.9,0.022,0.0,496.32,47.63,27.43,24.03,12.65,AVOID - Poor risk-adjusted score
SYF,25,53.72,0.11,0.452,1.18,0.022,0.12,121.52,43.87,24.28,27.53,12.65,AVOID - Poor risk-adjusted score
RDDT,25,66.64,-0.211,0.703,1.81,0.027,0.33,12.8,55.03,46.83,35.52,12.63,AVOID - Poor risk-adjusted score
MOMO,25,58.04,-0.133,0.584,1.26,0.022,0.0,64.04,45.36,33.92,28.47,12.62,AVOID - Poor risk-adjusted score
META,25,44.52,-0.128,0.702,1.1,0.025,0.17,386.52,51.93,31.26,26.44,12.6,AVOID - Poor risk-adjusted score
BIIB,25,41.9,0.13,0.579,1.24,0.029,0.17,483.32,67.75,24.26,28.08,12.56,AVOID - Poor risk-adjusted score
VSH,25,52.86,-0.126,0.605,1.17,0.022,0.25,136.32,50.93,31.96,27.09,12.49,AVOID - Poor risk-adjusted score
CCL,25,47.64,0.157,0.556,1.52,0.032,0.17,284.16,66.81,26.47,31.43,12.46,AVOID - Poor risk-adjusted score
MNST,25,42.63,0.198,0.655,1.76,0.041,0.04,454.8,66.34,27.9,34.29,12.42,AVOID - Poor risk-adjusted score
ADM,25,38.2,0.209,0.723,1.77,0.046,0.25,614.96,72.07,27.64,34.26,12.37,AVOID - Poor risk-adjusted score
HGV,25,49.52,0.381,0.754,3.16,0.064,0.08,235.24,67.91,37.35,51.18,12.3,AVOID - Poor risk-adjusted score
MPW,25,39.3,0.271,0.778,2.22,0.056,0.17,577.04,71.01,30.56,39.58,12.29,AVOID - Poor risk-adjusted score
NFLX,25,45.69,-0.091,0.566,0.87,0.019,0.21,344.56,49.23,25.84,22.96,12.29,AVOID - Poor risk-adjusted score
TMDX,25,48.24,0.342,0.733,2.88,0.06,0.08,271.32,67.7,35.37,47.64,12.28,AVOID - Poor risk-adjusted score
MMS,25,38.31,0.147,0.633,1.33,0.035,0.08,613.56,67.18,24.24,28.5,12.23,AVOID - Poor risk-adjusted score
XPO,25,44.23,-0.135,0.708,1.16,0.026,0.0,397.52,48.62,31.3,26.21,12.15,AVOID - Poor risk-adjusted score
CMBT,25,31.37,-0.073,0.694,0.63,0.02,0.04,805.64,49.63,21.77,19.8,12.12,AVOID - Poor risk-adjusted score
SIMO,25,55.71,0.211,0.534,2.08,0.037,0.08,94.2,63.95,29.74,36.92,11.99,AVOID - Poor risk-adjusted score
GOOG,25,36.33,0.059,0.494,0.61,0.017,0.25,679.4,48.15,17.93,19.25,11.99,AVOID - Poor risk-adjusted score
HOG,25,40.08,0.276,0.757,2.29,0.057,0.21,549.08,71.16,30.33,39.41,11.98,AVOID - Poor risk-adjusted score
BBY,25,33.18,0.158,0.713,1.35,0.041,0.17,765.32,70.65,23.65,28.1,11.96,AVOID - Poor risk-adjusted score
BMRN,25,48.44,0.144,0.515,1.45,0.03,0.04,257.24,63.29,24.94,29.25,11.94,AVOID - Poor risk-adjusted score
ZBH,25,39.29,-0.088,0.617,0.81,0.021,0.08,571.96,48.1,24.22,21.6,11.94,AVOID - Poor risk-adjusted score
RGLD,25,49.65,0.088,0.428,0.98,0.02,0.33,217.0,47.54,21.25,23.56,11.93,AVOID - Poor risk-adjusted score
PAGS,25,45.81,0.122,0.506,1.23,0.027,0.25,349.4,67.49,23.18,26.6,11.92,AVOID - Poor risk-adjusted score
ANET,25,47.74,0.246,0.632,2.23,0.047,0.08,281.84,65.96,30.2,38.47,11.9,AVOID - Poor risk-adjusted score
KMT,25,47.99,-0.171,0.752,1.42,0.03,0.25,270.4,54.6,36.09,28.81,11.89,AVOID - Poor risk-adjusted score
PTON,25,65.28,0.266,0.517,2.67,0.041,0.08,18.76,63.1,33.78,43.61,11.88,AVOID - Poor risk-adjusted score
IT,25,32.77,-0.044,0.543,0.43,0.013,0.21,774.72,49.15,17.79,16.83,11.79,AVOID - Poor risk-adjusted score
LNC,25,47.06,0.114,0.479,1.19,0.025,0.17,301.36,45.17,22.54,25.68,11.72,AVOID - Poor risk-adjusted score
LI,25,55.73,-0.261,0.883,2.0,0.036,0.5,93.4,62.88,49.18,35.09,11.69,AVOID - Poor risk-adjusted score
VTRS,25,39.68,0.049,0.425,0.54,0.014,0.08,561.6,43.04,16.86,17.89,11.59,AVOID - Poor risk-adjusted score
NBIS,25,78.09,-0.285,0.729,2.41,0.031,0.12,1.08,51.28,56.91,39.5,11.59,AVOID - Poor risk-adjusted score
GOOGL,25,37.62,0.057,0.461,0.61,0.016,0.25,635.92,47.23,17.36,18.6,11.57,AVOID - Poor risk-adjusted score
HLIT,25,54.25,-0.141,0.595,1.32,0.024,0.0,113.92,45.43,32.29,26.83,11.57,AVOID - Poor risk-adjusted score
CTVA,25,42.07,0.343,0.776,2.81,0.067,0.42,477.52,74.93,32.64,43.98,11.55,AVOID - Poor risk-adjusted score
SFIX,25,55.87,0.223,0.527,2.22,0.04,0.04,90.52,62.68,29.44,36.9,11.47,AVOID - Poor risk-adjusted score
AZTA,25,52.07,0.19,0.521,1.9,0.036,0.33,156.76,68.66,27.14,33.14,11.45,AVOID - Poor risk-adjusted score
IOT,25,48.27,-0.209,0.824,1.66,0.034,0.25,260.96,56.3,39.79,30.25,11.38,AVOID - Poor risk-adjusted score
DUOL,25,66.68,-0.249,0.73,2.1,0.032,0.25,12.92,53.76,48.71,35.23,11.35,AVOID - Poor risk-adjusted score
IFF,25,43.45,0.072,0.429,0.79,0.018,0.08,427.0,42.73,18.66,20.32,11.34,AVOID - Poor risk-adjusted score
CHKP,25,41.9,-0.121,0.659,1.08,0.026,0.08,483.52,48.86,27.61,23.54,11.33,AVOID - Poor risk-adjusted score
ARCC,25,36.28,-0.056,0.522,0.56,0.015,0.04,682.32,44.97,18.95,17.64,11.33,AVOID - Poor risk-adjusted score
WMG,25,39.26,0.101,0.517,1.01,0.026,0.08,579.0,64.58,20.28,22.79,11.32,AVOID - Poor risk-adjusted score
CTRA,25,37.77,0.239,0.712,2.04,0.054,0.25,628.92,70.97,26.9,34.09,11.22,AVOID - Poor risk-adjusted score
BRO,25,45.27,0.483,0.839,3.8,0.084,0.12,367.68,69.26,37.97,53.85,11.21,AVOID - Poor risk-adjusted score
BP,25,29.02,0.083,0.616,0.76,0.026,0.0,850.8,65.86,17.88,19.7,11.19,AVOID - Poor risk-adjusted score
STM,25,47.12,0.134,0.487,1.39,0.029,0.0,301.08,41.66,22.95,26.66,11.17,AVOID - Poor risk-adjusted score
MTSI,25,56.97,-0.165,0.614,1.52,0.027,0.17,77.08,49.08,34.97,28.13,11.15,AVOID - Poor risk-adjusted score
BKNG,25,39.33,0.117,0.535,1.16,0.029,0.08,576.04,64.77,21.03,24.02,11.15,AVOID - Poor risk-adjusted score
OMCL,25,52.95,-0.187,0.7,1.61,0.03,0.17,137.72,51.29,37.07,28.98,11.09,AVOID - Poor risk-adjusted score
FLEX,25,54.84,-0.107,0.487,1.1,0.02,0.17,103.4,45.92,26.69,23.22,11.05,AVOID - Poor risk-adjusted score
LCID,25,58.58,-0.269,0.83,2.13,0.036,0.5,61.68,61.25,48.61,34.34,10.96,AVOID - Poor risk-adjusted score
FSLR,25,44.24,0.086,0.433,0.94,0.021,0.17,399.76,44.2,19.15,21.17,10.92,AVOID - Poor risk-adjusted score
CNM,25,44.42,0.029,0.324,0.37,0.008,0.04,391.28,39.72,14.38,14.9,10.9,AVOID - Poor risk-adjusted score
NMR,25,45.96,0.137,0.49,1.41,0.031,0.17,343.96,44.97,22.52,26.23,10.89,AVOID - Poor risk-adjusted score
WMS,25,40.73,0.214,0.631,1.94,0.048,0.0,523.72,64.16,25.69,31.96,10.87,AVOID - Poor risk-adjusted score
HL,25,54.51,0.369,0.632,3.35,0.061,0.08,116.96,64.48,34.45,46.98,10.8,AVOID - Poor risk-adjusted score
CPNG,25,43.87,-0.231,0.913,1.74,0.04,0.33,411.52,60.07,40.04,29.61,10.79,AVOID - Poor risk-adjusted score
DBX,25,43.32,-0.042,0.387,0.48,0.011,0.04,433.32,41.34,16.78,15.91,10.74,AVOID - Poor risk-adjusted score
BA,25,35.77,0.075,0.482,0.78,0.022,0.17,695.52,45.63,17.25,18.85,10.61,AVOID - Poor risk-adjusted score
PCTY,25,50.25,-0.118,0.534,1.16,0.023,0.0,199.44,43.69,26.82,22.97,10.61,AVOID - Poor risk-adjusted score
GWRE,25,56.2,-0.086,0.412,0.96,0.017,0.08,85.12,42.31,23.14,20.7,10.54,AVOID - Poor risk-adjusted score
PODD,25,54.34,0.275,0.549,2.68,0.049,0.17,116.68,64.87,29.81,38.7,10.53,AVOID - Poor risk-adjusted score
PFSI,25,37.28,0.089,0.489,0.92,0.025,0.25,648.08,47.19,18.23,20.23,10.52,AVOID - Poor risk-adjusted score
ARRY,25,52.0,0.45,0.701,3.87,0.074,0.25,172.84,68.58,36.45,51.2,10.51,AVOID - Poor risk-adjusted score
SPXC,25,49.98,0.098,0.398,1.12,0.022,0.21,207.56,43.86,19.89,22.28,10.5,AVOID - Poor risk-adjusted score
BAM,25,44.62,-0.172,0.723,1.46,0.033,0.0,382.16,48.4,32.24,25.69,10.43,AVOID - Poor risk-adjusted score
UBS,25,42.43,0.054,0.376,0.64,0.015,0.17,464.52,43.11,15.95,17.02,10.41,AVOID - Poor risk-adjusted score
FLR,25,47.45,-0.177,0.7,1.53,0.032,0.08,288.56,49.44,33.2,26.29,10.41,AVOID - Poor risk-adjusted score
QGEN,25,52.83,-0.268,0.858,2.09,0.04,0.08,141.08,53.46,45.33,32.07,10.39,AVOID - Poor risk-adjusted score
ASX,25,42.71,-0.147,0.676,1.29,0.03,0.38,455.04,54.76,28.88,23.79,10.38,AVOID - Poor risk-adjusted score
FOUR,25,54.16,0.356,0.607,3.3,0.061,0.0,122.32,62.11,32.86,44.55,10.37,AVOID - Poor risk-adjusted score
OZK,25,49.64,0.102,0.401,1.16,0.023,0.5,217.28,49.68,19.9,22.38,10.35,AVOID - Poor risk-adjusted score
TRIP,25,48.66,0.361,0.658,3.21,0.066,0.08,259.24,64.82,32.04,43.55,10.34,AVOID - Poor risk-adjusted score
HOLX,25,52.61,-0.2,0.695,1.73,0.033,0.33,145.12,54.23,36.57,28.13,10.32,AVOID - Poor risk-adjusted score
INTC,25,37.61,0.497,0.914,3.75,0.1,0.42,624.88,75.8,34.38,48.92,10.31,AVOID - Poor risk-adjusted score
ALB,25,49.12,0.166,0.479,1.73,0.035,0.0,237.08,40.84,23.52,28.15,10.3,AVOID - Poor risk-adjusted score
MARA,25,46.19,0.121,0.446,1.3,0.028,0.25,334.36,45.55,20.58,23.59,10.25,AVOID - Poor risk-adjusted score
ESTC,25,46.03,-0.062,0.407,0.7,0.015,0.17,335.08,44.03,18.74,17.3,10.2,AVOID - Poor risk-adjusted score
SHEL,25,31.79,-0.067,0.571,0.64,0.02,0.08,796.68,46.8,18.16,16.66,10.17,AVOID - Poor risk-adjusted score
PRGO,25,47.67,-0.138,0.589,1.3,0.027,0.0,281.96,44.93,28.06,23.39,10.17,AVOID - Poor risk-adjusted score
SOFI,25,64.02,-0.049,0.281,0.66,0.01,0.29,22.28,43.23,17.98,16.9,10.17,AVOID - Poor risk-adjusted score
HAE,25,43.53,-0.057,0.41,0.64,0.015,0.08,425.08,42.52,17.87,16.61,10.15,AVOID - Poor risk-adjusted score
ROKU,25,59.13,-0.077,0.364,0.92,0.016,0.08,52.6,41.03,21.52,19.47,10.14,AVOID - Poor risk-adjusted score
DT,25,47.57,-0.204,0.752,1.7,0.036,0.17,282.88,52.31,35.75,27.34,10.12,AVOID - Poor risk-adjusted score
AMKR,25,48.42,0.301,0.601,2.8,0.058,0.33,261.56,68.93,29.12,38.39,10.11,AVOID - Poor risk-adjusted score
UMC,25,43.57,-0.189,0.762,1.56,0.036,0.33,422.96,55.93,33.19,25.88,10.1,AVOID - Poor risk-adjusted score
NUS,25,51.99,0.406,0.649,3.63,0.07,0.33,172.64,69.14,33.72,46.67,10.07,AVOID - Poor risk-adjusted score
GDDY,25,36.5,-0.147,0.745,1.23,0.034,0.17,673.16,52.33,27.21,22.43,10.07,AVOID - Poor risk-adjusted score
MTB,25,44.6,0.064,0.366,0.76,0.017,0.0,385.36,39.27,16.3,17.59,10.0,AVOID - Poor risk-adjusted score
URI,25,31.25,0.339,0.864,2.63,0.084,0.0,801.88,67.5,27.0,36.32,10.0,AVOID - Poor risk-adjusted score
DASH,25,51.95,-0.174,0.624,1.59,0.031,0.25,158.56,50.68,32.44,25.81,9.98,AVOID - Poor risk-adjusted score
UNM,25,51.99,0.203,0.482,2.1,0.04,0.17,161.08,43.75,25.06,30.91,9.96,AVOID - Poor risk-adjusted score
