ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MP,9,73.02,-0.1047,0.917,0.28,0.004,0.75,3.0,72.14,66.99,58.42,45.56,BUY - Stable quality
RDDT,9,68.84,-0.096,0.893,0.26,0.004,0.5,8.0,66.42,61.5,54.26,42.98,BUY - Stable quality
CLS,9,67.08,-0.0483,0.76,0.14,0.002,0.5,11.0,62.58,50.97,47.9,41.9,BUY - Stable quality
PLTR,9,57.89,-0.0342,0.736,0.1,0.002,0.75,64.0,66.89,42.59,40.77,36.97,HOLD - Stable but flat
LITE,9,62.15,0.4055,0.85,1.14,0.018,0.5,32.11,83.67,52.82,73.08,34.22,HOLD - Modest potential
NU,9,45.89,0.1517,0.889,0.42,0.009,0.5,338.56,85.77,40.8,48.18,34.04,HOLD - Modest potential
GFS,9,48.31,0.118,0.819,0.34,0.007,0.5,259.22,83.88,39.58,45.25,33.86,HOLD - Modest potential
HOOD,9,50.35,-0.0933,0.943,0.25,0.005,0.75,185.44,72.8,47.49,42.04,33.68,WATCH - Monitor for opportunity
DECK,9,46.98,0.2747,0.932,0.73,0.016,0.75,299.67,91.39,43.78,56.82,32.76,HOLD - Modest potential
TRMB,9,48.04,0.2648,0.906,0.72,0.015,0.5,265.56,85.67,43.5,56.11,32.65,HOLD - Modest potential
TLN,9,54.77,-0.0847,0.812,0.24,0.004,0.25,100.33,58.92,44.48,39.84,32.07,WATCH - Monitor for opportunity
FIVE,9,59.47,0.2153,0.709,0.66,0.011,0.25,46.44,75.17,42.18,52.54,31.65,HOLD - Modest potential
ULTA,9,51.51,0.3637,0.897,0.99,0.019,0.5,162.56,84.98,46.19,62.83,31.55,HOLD - Modest potential
ZS,9,49.36,0.2292,0.82,0.65,0.013,0.38,218.22,80.79,40.49,50.97,30.83,HOLD - Modest potential
AMBA,9,59.68,0.3173,0.744,0.95,0.016,0.25,45.33,75.74,44.43,59.1,30.31,HOLD - Modest potential
SOFI,9,64.06,-0.0472,0.578,0.16,0.002,0.38,24.33,54.6,37.06,34.88,30.07,WATCH - Monitor for opportunity
YELP,9,49.16,0.0942,0.697,0.29,0.006,0.0,224.89,70.31,34.26,38.22,29.6,WATCH - Monitor for opportunity
ALGM,9,55.33,0.5063,0.887,1.39,0.025,0.5,94.67,84.1,49.08,70.01,29.31,WATCH - Monitor for opportunity
YPF,9,58.74,0.5248,0.851,1.47,0.025,0.5,57.0,83.02,49.97,71.58,28.99,WATCH - Monitor for opportunity
ZD,9,48.91,0.1507,0.713,0.46,0.009,0.12,235.0,72.95,34.87,41.15,28.17,WATCH - Monitor for opportunity
DLTR,9,36.6,0.1255,0.89,0.34,0.009,0.5,676.56,85.75,32.56,37.51,27.92,WATCH - Monitor for opportunity
TCOM,9,51.85,0.2897,0.761,0.86,0.017,0.0,153.67,71.19,39.49,51.72,27.85,WATCH - Monitor for opportunity
MDB,9,49.88,0.2172,0.738,0.65,0.013,0.25,201.11,75.82,36.79,45.9,27.77,WATCH - Monitor for opportunity
CELH,9,50.29,0.3292,0.767,0.97,0.019,0.25,193.22,76.09,38.59,51.64,26.21,WATCH - Monitor for opportunity
