ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,recommendation
CF,8,72.70125,0.4365476190476196,0.8936052701548477,1.0581285070821984,0.014554474745375058,0.5714285714285714,207.875,86.78128205867935,64.96622014684512,90.86751415195121,STRONG BUY - High conviction
PLNT,8,73.57875,0.35130952380952396,0.8676759461272581,0.8641533067112567,0.01174460434175977,0.2857142857142857,195.375,80.57010366392748,63.84251152111099,86.36466501758808,STRONG BUY - High conviction
DDOG,8,85.22125,0.2508333333333332,0.790634906981124,0.646363626374503,0.007584535856661372,0.14285714285714285,58.5,75.81773648091044,67.37889506656512,86.11159552993516,BUY - Quality growth
COIN,8,81.6575,0.5549999999999995,0.7064581393634435,1.512966870093325,0.01852820463635704,0.7142857142857143,99.0,83.62663800298188,57.68760551507039,83.14571261005136,BUY - Quality growth
AR,8,64.41874999999999,0.33583333333333437,0.9525893526723055,0.7884072155301494,0.012238784756459098,1.0,333.375,97.35380210452325,61.36461536245907,82.4000466797997,STRONG BUY - High conviction
HIMS,8,98.58250000000001,0.0802380952380959,0.7503881808030497,0.21223512904323905,0.0021528681971266605,0.14285714285714285,3.5,75.15350146152167,73.97514283401665,81.29673281658309,BUY - High score acceptable risk
AXON,8,92.28625,0.005357142857141876,0.8687258687258189,0.013169567191063556,0.00014270346006109856,0.42857142857142855,15.0,69.9760771443389,80.1714527026981,80.70828301273535,BUY - High score acceptable risk
CELH,8,85.47,0.275238095238094,0.7164818007909337,0.7450503338701321,0.008717097623378169,0.14285714285714285,55.375,73.47988711853304,61.2376995136011,79.50971103569559,BUY - Quality growth
RDDT,8,90.75,0.15190476190476185,0.732652238397639,0.40663251222694685,0.004480799032803822,0.42857142857142855,21.625,80.10291582007736,66.48819063458575,78.5391977103507,BUY - High score acceptable risk
ITRI,8,68.41749999999999,0.2723809523809531,0.8800502987327808,0.6652771978656734,0.009723787011593137,0.5714285714285714,260.0,86.85770168939554,60.21084131355003,78.03741073316807,BUY - Quality growth
IDXX,8,76.83250000000001,0.04999999999999988,0.9497964721845211,0.11755317945508754,0.0015299928995553644,0.7142857142857143,152.875,92.62660916129438,72.97523744911723,77.51258236501359,BUY - Steady performer
AMD,8,84.03125,0.16726190476190325,0.7543328690461799,0.4412606231015834,0.005251149103477378,0.2857142857142857,73.875,77.81915687532337,63.38753390203681,75.91845005295282,BUY - High score acceptable risk
NXT,8,92.285,0.06380952380952347,0.7500417710944156,0.16881943016133977,0.0018293268696032918,0.42857142857142855,14.875,80.88974901730072,69.21760484544814,74.69217279112371,BUY - High score acceptable risk
PDD,8,82.4925,0.03071428571428469,0.8698447545867729,0.07545694136393044,0.000914712747994429,0.42857142857142855,89.875,84.57529993423232,71.75566841774938,74.50517193435846,BUY - High score acceptable risk
BRO,8,68.05125000000001,0.34345238095238045,0.7991467996730508,0.8803044572760028,0.012935904296776365,0.14285714285714285,267.25,75.53795641765674,54.382938651250704,73.2960095230629,BUY - Quality growth
FFIV,8,90.99125000000001,-0.061785714285713424,0.8399393808993738,0.15446985951958211,0.0016976342177910744,0.42857142857142855,20.5,63.599846576630675,76.42713419226016,70.5710031633143,HOLD - Stable but flat
MU,8,74.045,0.23142857142857234,0.7505791505791526,0.6120661728930965,0.00826613779314061,0.7142857142857143,188.5,85.97647502377481,55.57663320463335,70.07175106204427,BUY - Quality growth
RRC,8,63.832499999999996,0.20261904761904842,0.8876415511765964,0.49276642539848586,0.007719679244875039,0.7142857142857143,343.5,90.14299289652467,56.660379315480085,69.89768622801603,BUY - Quality growth
LULU,8,82.07625,-0.07559523809523873,0.9274593284157219,0.1798567138029611,0.002191336882508169,0.5714285714285714,94.75,69.03321759279227,76.1223837038809,69.01370311521269,HOLD - Stable but flat
ATGE,8,73.6275,0.1864285714285706,0.7660442991712163,0.48805097069875586,0.006628650581627189,0.14285714285714285,195.625,75.17560677411663,56.401926637228726,68.66989968621034,HOLD - Modest potential
ULTA,8,70.0975,0.3297619047619048,0.7208393975571774,0.8899403069869335,0.01269574959145381,0.42857142857142855,235.375,78.92703553899851,50.52903967026424,67.64474578733272,BUY - Quality growth
VST,8,65.53875,0.42249999999999976,0.738844001414171,1.1262375138042588,0.017184299575506993,0.42857142857142855,313.5,79.018318656303,48.42291229768299,67.41012645084251,HOLD - Modest potential
BSX,8,77.0575,0.16642857142857137,0.7278354016865608,0.44698294150895684,0.0058006416183883054,0.14285714285714285,151.125,74.11214074590086,56.08517646546216,67.12317861901427,HOLD - Modest potential
APP,8,82.4375,-0.04095238095238076,0.8574326870127318,0.10133484099755534,0.0012292323396215963,0.2857142857142857,90.25,61.31434309070551,70.68460713561208,67.07881810000998,HOLD - Stable but flat
CDNS,8,92.82249999999999,-0.08452380952380983,0.8024054654620314,0.21620302958099358,0.002329209292800707,0.2857142857142857,12.0,59.55352874886659,74.48128131784941,66.72705040431737,HOLD - Stable but flat
DT,8,85.51875000000001,0.16559523809523807,0.6428818961630398,0.47321869944033185,0.0055335081422533865,0.14285714285714285,54.625,71.59024892780872,54.97845615749297,65.75021111895737,BUY - High score acceptable risk
SPOT,8,89.21875,0.006547619047619186,0.7238573821486494,0.017633419974583443,0.00019764253561704734,0.7142857142857143,27.625,72.52929054423126,64.58165081357481,65.1101736680145,BUY - High score acceptable risk
NBIX,8,79.93375,0.062261904761904845,0.7414578742067779,0.165675699787265,0.00207266267111533,0.14285714285714285,117.0,74.89361281623465,59.26750835237603,63.84324855969931,HOLD - Stable but flat
ANSS,8,81.08,-0.04047619047618972,0.8270375457875585,0.10198039027185404,0.0012577749170184268,0.42857142857142855,106.625,63.25677745335348,67.05620421245524,63.67501230979208,HOLD - Stable but flat
CPNG,8,72.14625,0.12416666666666747,0.7634269152359212,0.32561240378708095,0.004513227004689516,0.14285714285714285,214.5,75.30862761375153,55.07838908333958,63.36262237509414,HOLD - Modest potential
