Ticker,Score,Trend Direction,Trend Quality,SMA Position,Recent Cross,MACD Signal,MACD Histogram,RSI Level,RSI Trend,ROC,%B Position,BB Width,ADX Strength,DI Direction,ARIMA,Exp Smooth,Recommendation
KGC,6.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,1,0.5,1,1,0,0,SELL
